Categoria_Amazon;Categorias_ML_Correlacionadas;Fonte;ASIN;Nome;Preço;Nota;Avaliações;Categoria_Original
Livros;Livros, Revistas e Comics;Mercado Livre;MLB21744909;Livro Os Segredos Da Mente Milionária Edição 01 Em Português Editora Sextante 2006;32,95;4,9;7094.0;Livros, Revistas e Comics
Livros;Livros, Revistas e Comics;Mercado Livre;MLB29920148;Livro A Empregada: Bem-vinda À Família, De Freida Mcfadden. Editorial Editora Arqueiro, Capa Mole Em Português, 2023;42,65;4,9;2080.0;Livros, Revistas e Comics
Livros;Livros, Revistas e Comics;Mercado Livre;LBU3118162055;Devocional Café Com Deus Pai 2026/ Capa Brochura + Copo;65,10;5,0;374.0;Livros, Revistas e Comics
Livros;Livros, Revistas e Comics;Mercado Livre;MLB19453772;Livro Verity, De Hoover, Colleen, Vol. 1. Editora Galera, Capa Mole (2020);39,80;4,9;3582.0;Livros, Revistas e Comics
Livros;Livros, Revistas e Comics;Mercado Livre;MLB22500020;Melhor Do Que Nos Filmes, De Lynn Painter. Editora Intrínseca Ltda, Capa Mole, Edição Brochura Em Português, 2023;39,80;4,9;4007.0;Livros, Revistas e Comics
Livros;Livros, Revistas e Comics;Mercado Livre;MLB40624238;Devocional Mulheres Biblia Feminino De Viviane Martinello Específico Vol Único Editorial Vida Capa Dura Em Português 2024;34,90;4,9;4756.0;Livros, Revistas e Comics
Livros;Livros, Revistas e Comics;Mercado Livre;MLB19424544;O Homem Mais Rico Da Babilônia George S. Clason - Ano 2017 - Editora Harpercollins Brasil;19,32;4,9;11761.0;Livros, Revistas e Comics
Livros;Livros, Revistas e Comics;Mercado Livre;MLB53908652;A Arte De Gastar Dinheiro: Escolhas Simples Para Uma Vida Equilibrada Do Mesmo Autor De A Psicologia Financeira;29,05;5,0;520.0;Livros, Revistas e Comics
Moda;Calçados, Roupas e Bolsas;Amazon;B000YKO2XM;Chinelo Havaianas Top adulto-unissex;;4,8;40.646;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0755PWFSN;Bateria de Lítio CR2032 Cartela com 5 unidades 3v Elgin - Moeda;14,04;4,7;18.656;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0CW246HNL;Kit 12 Cuecas Boxer Reebok Masculinas Microfibra Adulto Box Sem Costura;;4,2;3.9;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0F1RTT9G1;Romantic Crown Mochila de Viagem Expansivel Avião Grande Feminina,Mochila Executiva Masculina Impermeável Reforçada para Notebook,Casual Esportes Hiking Escola Presente;;4,8;2.216;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B083P1RH34;Top Sem Costura PUMAFeminino;;4,7;3.554;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0DWYJCSY5;Bolsa Necessaire Maquiagem Cosméticos Feminina Viagem Com Divisória e Cabide para Pendurar Organizador de Maquiagem Muito Espaço para Maquiagem Shampoo Perfumes Higiene Pessoal (Preto);19,9;4,4;324.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B081FW5STV;Kit 10 Pares Meias Soquete Sapatilha Invisível Cano Baixo Algodão Mash Unissex;;4,7;14.196;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0D548TDD7;Top Academia Puma Alta Sustentação Sem Bojo Sem Costura Treino Fitness Esportivo Feminino Original.;;4,7;915.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B07RN1156H;Kit 6 Pares Meias Lupo 3245 Cano Médio Algodão - Sortido;;4,7;5.45;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B000YKO50C;Chinelo Havaianas Brasil;;4,8;27.864;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B07RLRJYCW;Kit 6 Cuecas Boxer Lupo Microfibra Poliamida Sem Costura Adulto Masculino;;4,7;5.073;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0BVBTV8GG;Kit 6 Pares Meia Puma Cano Médio Alto Academia Esportiva;;4,8;1.213;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B00B4NNLVM;Calça Legging Lupo 71053-001 Sem Costura;;4,7;3.744;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B07SZJ2N4N;Conjunto de malas de viagem PMG Londres Swiss Move Preta;599,9;4,7;427.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0D3P4GLFS;Relógio Masculino Esportivo Digital à Prova D'água Preto 1251;;3,7;197.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0DYC57JWM;Guarda Chuva Automático Grande | Reforçado, Hiper Repelente à Água, Fibra de Vidro UltraFlex | Tecido Resistente, Proteção UV 100%, Resistente ao Vento | Perfeito para Chuva e Sol;;4,6;511.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0CZ1ZX9XN;Olympikus Tênis Olympikus Acqua Feminino;;4,6;640.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B082ZRB77S;Organizador Viagem Kit 7 Peças - Necessaire para Bagagem Malas Roupas Bolsa Cosméticos Higiene - Dobrável Impermeável Multiuso Feminina Masculina Unissex Grande Compacto Prático (ROSA);30,9;4,7;215.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0G2KWKLQQ;"Mochila de Viagem Feminina Expansível 30-40L, Antifurto com Porta USB, Compartimento para Laptop 17.3"", Aprovado como Bagagem de Mão, Leve 0.88kg, para Homens e Mulheres, Trabalho e Passeio";;4,8;12.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0CL9QM731;Pulseiras esportivas de silicone compatível com pulseiras de Apple Watch de 40 mm, 38 mm, 41 mm, 44 mm, 45 mm, 42 mm, 49 mm femininas e masculinas, pulseira de substituição esportiva macia e;19;4,3;4.496;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0DYL3S5TJ;Guarda chuva de Bolso Ultra Compacto e Versátil – Mini Guarda-chuva Dobrável com Proteção UV, Leve e Portátil – Inclui Estojo Estilo Cápsula para Chuva e Sol;;4,3;182.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0D86C8WGW;Calça Legging Feminina Fitness Cintura Alta Com Bolso Para Academia e Treino;;3,9;178.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0F79V1495;Kit Com 4 Cuecas Boxer De Algodão Da Lupo;;4,7;175.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0F6WTN8KB;Tênis Masculino para Corrida Academia e Caminhada Leve Macio e Esportivo;;4,2;291.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0FLWQ763Z;Balança Digital Portátil de Mão - Alta Precisão até 50kg com Visor Digital, Compacta e Resistente para Bagagens de Viagens, Pesca e Uso Doméstico;17,7;4,5;61.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0CY5T9XPB;Kit Mala de Bordo Silent Ipanema + Frasqueira - Padrão ANAC | Rígida em ABS | 4 Rodas Duplas 360° | Cadeado Numérico Integrado | Leve e Resistente (Azul Candy);199,49;4,5;311.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0D77YN8TF;Mochila Feminina Bolsa Escolar Impermeável Para Notebook 15,6 Polegadas- Mochila Casual Grande de Nylon-Mochila para Viagem-VANOVA;;4,8;309.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0CQBT24XL;Mochila Bolsa Masculina Feminina Notebook Anti Furto Reforçada Semi Impermeável Escolar Faculdade Trabalho Viagem Resistente Executiva Cabo De Aço Saída Usb SAÍDA Fone DE OUVIDO;;4,7;855.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0DFMMHG9D;Mochila Bolsa Notebook Masculina Feminina Unisex Escolar;;4,6;319.0;Moda
Moda;Calçados, Roupas e Bolsas;Amazon;B0D8VNHHVR;Kit 6 Pares Meia Trifil Esportiva Cano Longo Atolhada Calcanhar Verdadeiro Adulto;;4,4;313.0;Moda
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB45428666;Tênis Masculino Orbita Olympikus Petróleo/limão Liso 37 Br;171,99;4,8;3483.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB3239976866;Kit 6 Pares Meias Puma Cano Médio Alto Atoalhada Original;59,98;4,9;72499.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB46258197;Tênis Chuck Taylor Cano Curto Tecido All Star Branco Liso 34 Br;233,91;4,9;3732.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB23564192;Tênis Casual Masculino Poseidon Olympikus Preto/saffron Liso 43 Br;134,24;4,8;8807.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB46387612;Tênis Chuck Taylor Cano Longo Tecido All Star Preto/vermelho Liso 37 Br;251,91;4,9;3864.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB4110110698;Sutiã Sem Alça Com Bojo Alta Sustentação Liso Confortável;109,90;4,7;8398.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB47541195;Bota Para Trabalho Segurança Adultos Masculino Liso Preto 38 Br;56,90;4,4;4959.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB63860798;Kit 10 Peças De Roupa Conjunto Infantil Menina = 5 Conjuntos Cor Menina / 1 Ano;64,99;4,7;4239.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB4703022818;Kit 6 Cuecas Boxer Reebok Microfibra Sem Costura Original;58,99;4,5;24984.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB60082840;Lanterna Mais Forte Do Mundo Recarregável Tática Potente Led Apfer Branco Preto;49,99;4,6;8966.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB4212353409;Mochila Grande Alça Reforçada Resistente Faculdade Trabalho;47,99;4,6;3970.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB5354119258;Chinelo Feminino Tamanco Ortopedica Confort Massageadora;28,92;4,3;17394.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB4592320910;Kit 4 Camiseta Dry-fit Sandrini Masculina Academia Caminhada;76,99;4,6;14934.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB45475087;Chinelo Feminino Slim Havaianas 0090 Preto Liso 33/34;39,99;4,8;15973.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB3746504707;Chinelo Havaianas Masculino Top Max Comfort Anatômica Macia;54,99;4,9;13195.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB5545963378;Kit 3 Camisetas Algodão Milano Paris Califórnia Masculina;63,16;4,6;2288.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB4392538214;Calça Jeans Masculina Tradicional Corte Reto;59,99;4,7;18722.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB3904422855;Calça Tactel Jogger Com Elastano Active Wear Void Verão;39,54;4,7;3911.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB62846880;Tênis Masculino Esportivo Mizuno Space 5 Branco Lisa 40 Br;249,99;4,8;1137.0;Calçados, Roupas e Bolsas
Moda;Calçados, Roupas e Bolsas;Mercado Livre;MLB5345093980;Regata Masculina Oversized Machão Muscle 100% Algodão;29,90;4,5;1633.0;Calçados, Roupas e Bolsas
Móveis;Casa, Móveis e Decoração;Amazon;B0CG8J3N2H;Cadeira de escritório, design ergonômico com suporte lombar independente, malha respirável e encosto de cabeça ajustável (Preto);404,91;4;3.377;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B089Y3S71L;Escrivaninha Trevalla Kuadra Me150-E10 Industrial 150cm Preto Onix;267,62;4,6;19.415;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B075XM6DKH;Mor - Cadeira Alta Aço Sortido;71,9;4,7;3.15;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B07885WTFJ;Banqueta Plástica Dobrável, Branca, Altura 220 Mm, Vonder;53,87;4,8;13.399;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0FZ9MV9CM;Estrutura De Cama De Metal, Não Precisa de Box Spring,Com Espaço De Armazenamen Cor Preto (QUEEN);376,82;4,6;41.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B09963FWYX;Mesa Portátil Para Notebook Suporte Cama Sofá MA, Cor Aleatório;44;4,4;2.238;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0G88LLKT1;Mesa Notebook Portátil Dobrável Cama e Sofá, Mesa de colo Portátil com Suporte para Celular Tablet Porta Copos Home Office (Preto);39,99;3,5;13.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0CTFT35CJ;Banquinho Auxiliar Ergonômico para Vaso Sanitário - Apoio de Pés com Base Antiderrapante - Banco de Privada para Posição de Cócoras Confortável e Saudável;21,9;4,6;236.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0D9MSVSSP;Cadeira de Escritório, Diretor, Healer, Jadel, Giratória - Preta;239,9;4;289.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0C7NB3M9W;Kit 2 Puff Banquinho Redondo Decorativo Thor em Linho Pés Madeira Maciça Cor Bege;91,9;3,8;3.238;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B076X58FPZ;Estante Modular 4 Prateleiras Pretas Agraplast 851;48,9;4,5;1.927;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0BQ3R8YST;Mesa Dynamica Diretor 180X60X75cm;343,04;4,6;2.473;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B075XMH39C;Mor Life - Colchão Inflável Multiuso Solteiro com Fole;77,5;4,6;5.848;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0CSSN9M6V;Mesa ajustável dobrável, mesa de notebook lateral com ajuste de altura (Preto-Básico);113,99;4;1.075;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0G54FMXCL;Cadeira de Escritório Premium Ajuste Lombar Apoio de Cabeça Ajustável Ergonômica;330,6;3;30.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B08PCCKCCW;Loft7, Conjunto Kit 6 Cadeiras Design Allegra Polipropileno Injetado Alta Densidade Empilhável Sala Cozinha Jantar Bar Jardim Varanda Preto;312,9;4,7;74.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B076X7T36F;Gaveteiro Plástico Grande 3 Gavetas Preto Gv14p São Bernardo;68,5;4,2;422.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0D6RZK3GR;Armario Espelheira Para Banheiro 1 Porta Cleópatra (Branco);135,15;4,1;484.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0894JN5BR;Cama Box Casal + Colchão De Molas - Anjos - Classic Superlastic 138cm;651,6;4,4;272.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0DXTJ1BF7;Mesa Dobravel Portatil, Escrivaninha Dobravel Maleta para Camping Cozinha Estudo（90×60×70CM）;134,8;4,6;103.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0FP4XDWHF;Cadeira de escritório ergonômica com estofado de mesh (Preto profundo);359,9;4,3;803.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B08YP35XRT;Escrivaninha com Estante Lateral MATCH cor Preto/Pinho - Artely;288,9;4,8;9.558;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B07BYGC56C;Sanremo - Lixeira Plástica Basculante de 30 Litros, Linha Casablanca;58,97;4,5;1.627;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0GFG39H1J;Cadeira Camping Dobrável Com Bolsa Porta Copos E Pé De Ferro E Tecido Poliéster Resistente Premium;63,9;5;1.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0D9PRYS4D;Rodízio Kit 5 Rodinhas Cadeira Escritório Silicone Antirisco;29,9;4,8;471.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B083QZTHLZ;Loft7, Conjunto Kit 4 Cadeiras Design Allegra Polipropileno Injetado Alta Densidade Empilhável Sala Cozinha Jantar Bar Jardim Varanda Preto;218,9;4,6;60.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0G44L4MXP;Colchão Espuma D33 Solteiro Quarto Cama 188X88X12- BT (Bege);249;4;36.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0DJX8NKGT;LarkLeaves Cadeira Ergonômica de Escritório com Encosto Ajustável 3D, Apoio de Braço 3D, Suporte Lombar Adaptativo 2D, Malha Respirável, Preta;1199,99;4,7;647.0;Móveis
Móveis;Casa, Móveis e Decoração;Amazon;B0DK9NQPVC;Painel Para TV 50 Polegadas Sala/Quarto Nicho Prateleira Berlim (Ripado/OffWhite);188,95;4,2;33.0;Móveis
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB44395377;Jogo De Lençol Queen Micropercal 400 Fios Sofisticado 3pç Cor Azul-marinho Desenho Do Tecido Liso;32,99;4,7;26650.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB47176254;Tapete 2,00x1,50 Peludo Felpudo Sala E Quarto Cores Cor Bege-mesclado Desenho Do Tecido Pelo Alto;59,30;4,6;39150.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB29614912;Cortina 3,00x2,80 Metros Blackout Blecaute Tabaco Corta Luz Em Tecido Grosso Para Quarto E Sala Casa Laura Enxovais;75,90;4,7;65450.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB16084462;Papel Higiênico Folha Tripla 20 Metros Neve Com 4 Unidades;19,59;4,9;23327.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB41705866;Vittak Kit 50 Cabides Adulto Veludo Slim Antideslizante Organizador Roupas Cor Bege;69,90;4,8;8045.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB27137282;Jogo Conjunto 10 Potes Vidro Hermético Tampa Plástico 370ml Cor Branco Quality House;110,00;4,8;5327.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB53899449;Kit 3 Câmera Lampada De Segurança Ip Wifi Com Visão Noturna Interna Externa App Yoosee Espiã 360º Cor Branco Casenn;169,11;4,7;44503.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB23958420;Detergente Ypê Neutro 5 Litros;34,90;4,9;13424.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB16084373;Papel Higiênico Neve Toque Da Seda Folha Dupla 20 M De 10 Un;54,43;4,9;16870.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB45900673;Capa Para Colchão Impermeavel Matelado King Elástico Antialérgico Protetor Antiácaro Silencioso Não Esquenta Caqui;69,98;4,3;29659.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB22658831;Detergente Ypê Clear 500ml Com 6 Unidades;14,99;4,9;15265.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB16601297;Água Sanitária Super Candida 5l;32,18;4,9;19734.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB47793257;Garrafa Térmica Quick Flip Stanley Preto 710ml;171,89;4,9;9282.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB40655338;Mangueira De Jardim 10m Metros Marqs Home Reforçada Trançada Não Dobra Verde;26,99;4,3;44691.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB48483123;Capa Protetora De Colchão Casal Matelado Impermeável Antiácaro Antialérgico Respirável Macio E Não Esquenta Preto;39,98;4,4;7746.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB36638741;Faqueiro 24 Peças Buzios Inox 23799071 Tramontina Cor Cinza Claro;76,44;4,8;40198.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB51543787;Jogo Lençol 2 Peças Solteiro Hipercal 400 Fios Leve Luxo Cor Branco Desenho Do Tecido Liso;27,13;4,8;8350.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB38307292;Tampa De Vaso Almofadada Assento Oval Plus Slim Universal Cor Bege;39,80;4,2;34353.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB17000921;Brilhante Lava Roupas Líquido Limpeza Total 3 Litros;23,20;4,9;10441.0;Casa, Móveis e Decoração
Móveis;Casa, Móveis e Decoração;Mercado Livre;MLB17001015;Omo Lavagem Perfeita Sabão Líquido 3l;34,99;4,9;15980.0;Casa, Móveis e Decoração
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B07VFWFS4P;Tilibra 305421 Universitário 10 Matérias Zip - Caderno Espiral, Capa Dura, 160 Folhas, Preto;17,26;4,8;29.417;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B078GSK31B;Borracha Branca Pequena com Capa Plástica, Faber-Castell, FC Max, SM/107024, 2 Unidades;6,9;4,9;7.592;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B0FVW6DHDN;Kit de 24 Canetas Marcador Permanente Ponta Dupla Touch Coloridas para Desenho Profissional Escolar Infantil com Estojo Organizador Base Artista Canetinhas Hidrográficas Alcool Caneta para Colorir;9,2;4,7;645.0;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B07QPCB3ZN;Marca Texto Grifpen Estojo 6 Unidades, Faber-Castell, MT/TP6ZF, Multicor, pacote de 6;21,33;4,9;30.15;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B076X67XSW;Chamequinho Papel A4, 75 g, 100 Folhas, Branco Sulfite;6,4;4,9;17.696;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B077J11968;Bloco Desenho A4 140g/m², Canson, 66667070, Branco, 20 Folhas;7,7;4,9;5.837;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B07FJ17DS6;Borracha Branca, Faber-Castell, Dust Free, SM/187137, 2 Unidades;6,7;4,8;10.784;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B09S6V872Z;Caneta Esferográfica SPIRO, CIS, Blister c/8 unidades sortidas, Multicolorido;23,2;4,9;6.129;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B072PZ99RG;Lapis Preto Sextavado 2=HB, Faber-Castell, EcoLápis, 1205 Max, SM/1205SL6P5, 6 Unidades;7,6;4,8;8.208;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B0FMG2WZPF;Lápis De Cor, Faber-Castell, Ecolápis Supersoft, 210710, 12 cores;21,77;4,8;89.0;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B01CZXF4XW;Chamex - Papel Sulfite, A4, 75g, 500 folhas;32,9;4,9;34.572;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B077PZQTS9;"Lápis de cor,Faber-Castell,PM/1210AZ12+2; Ecolápis Grafite Max nº 2HB, Azul, Redondo; 12+ 2 unidades";10,6;4,7;5.661;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B07GRD3HCM;ECOLAPIS 12+3 CARAS & CORES, Faber-Castell, 120112CC, Tons de pele;19,9;4,8;10.949;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B071FNWZ34;Apontador com Deposito Plástico, Faber-Castell, SM/060124ZF, Cores Sortidas,Multicor;6,2;4,8;4.847;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B07F4HL9V9;Scotch, 3M, Cola em Bastão, Branca;3,89;4,8;797.0;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B078881WKF;Tilibra - Caderno Brochura Universitário, Capa Dura, D+, 200x275mm, 96 Folhas, Azul;16,6;4,9;5.045;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B0FMFXH7RT;Lápis De Cor, Faber-Castell, Ecolápis Supersoft, 210724, 24 cores;54,5;4,9;271.0;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B07QRZ9TW6;Cartela Combo Pastel Rosa, Faber-Castell, SM/1205PASTELAPR, Multicor, pacote de 4;14,25;4,9;2.212;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B07F69XZ7R;Corretivo, Faber-Castell, SM/107070, Branca;5,9;4,8;3.495;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B078ZWT1CC;Bloco refil grande pautado 90g com 50 folhas Cirg4003 Caderno Inteligente;26,5;4,9;5.888;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B0787G348P;Tilibra - Corretivo em Fita 5mmx6m Azul - Blister com 1 Unidade;13,9;4,8;7.62;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B0CP49Q452;Pentel Caneta Izee 4 Cores 0.7 Corpo Branco Tinta Azul Vermelho Verde e Preto SM/BXC467W;9,9;4,7;2.237;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B07V69MJTR;Pentel Caneta Gel Energel X 0.5mm Preto SM/BLN105-AN;14,54;4,8;8.848;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B07QRZ9GHD;Ecolapis 1205 Max Pastel 4 Cores, Faber-Castell, SM/1205PASTEL, Multicor, pacote de 4;6,4;4,8;1.634;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B07GRHFS6Z;ECOLAPIS 24+3 CARAS & CORES, Faber-Castell, 120124CC, Tons de pele;39,8;4,8;7.159;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B07887KXCD;Tilibra Universitário D+ - Caderno Brochura Capa Dura, 200x275mm, 48 Folhas, Verde;10,9;4,8;3.601;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B071FNWFJR;Lápis de Cor Ecolápis Bicolor 24 Lápis/48 Cores Faber Castell;37,16;4,8;8.715;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B07FMRC7N7;Apontador com Depósito Minibox, Faber-Castell, SM/MINIBOX, Multicor;12,98;4,8;10.04;Papelaria e Escritório
Papelaria e Escritório;Arte, Papelaria e Armarinho;Amazon;B07895H61Y;Tilibra - Caderno Cartografia e Desenho Pepper Azul 80 folhas - 1 un;15,9;4,8;4.776;Papelaria e Escritório
